"Entelect Website Last Round Feedback"
;;
.;;
4.21 The whole card should be clickable;**someone** created a new Feedback (#840272) on **http://entelect.cstm.co.za/industries/agriculture/**>The whole card should be clickable**Session details:**- Feedback ID: 840272- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840272kfIQxXAS/;
4.29 Main nav to open drop down as a separate page. Check out Mckiseys one on mobile;**someone** created a new Feedback (#840301) on **http://entelect.cstm.co.za/?_sfm_home_page_category=featured**>Main nav to open drop down as a separate page. Check out Mckiseys one on mobile**Session details:**- Feedback ID: 840301- Rating: N/A- Browser: Chrome 88.0.4324.96 (Android)- Window Size: 400 x 677- Resolution Size: 400 x 677----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840301vAJaWDfc/;
4.36 some of these are missing their banners;**someone** created a new Feedback (#840535) on **http://entelect.cstm.co.za/projects/building-gallaghers-animal-management-platform/**>some of these are missing their banners**Session details:**- Feedback ID: 840535- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840535Lf1YYHO7/;
.....;;
4.37 What's the best quality image we can upload before the page takes too long to upload?;**someone** created a new Feedback (#840544) on **http://entelect.cstm.co.za/projects/building-gallaghers-animal-management-platform/**>What's the best quality image we can upload before the page takes too long to upload?**Session details:**- Feedback ID: 840544- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840544iadT6RVe/;
4.38 These are client quotes and should not look like the pull quotes. We created that <blockquote2> style so it should be easy to update. text should be ...;**someone** created a new Feedback (#840548) on **http://entelect.cstm.co.za/projects/building-gallaghers-animal-management-platform/**>These are client quotes and should not look like the pull quotes. We created that <blockquote2> style so it should be easy to update. text should be much smaller. Persons name is in MP Light**Session details:**- Feedback ID: 840548- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840548743kke40/;
4.39 I lifted these in the design so it is different from Industries, but that's fine. I think the negative space is not necessary here then the colour ban...;**someone** created a new Feedback (#840681) on **http://entelect.cstm.co.za/services/custom-software/**>I lifted these in the design so it is different from Industries, but that's fine. I think the negative space is not necessary here then the colour banding can hopefully be seen a little above the fold**Session details:**- Feedback ID: 840681- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840681neYBESlA/;
4.40 Matt has suggested that we design these so that 1 accordion is open. When the accordions are opened the infographic is no longer centred and is lost. ...;**someone** created a new Feedback (#840687) on **http://entelect.cstm.co.za/services/custom-software/**>Matt has suggested that we design these so that 1 accordion is open. When the accordions are opened the infographic is no longer centred and is lost. So reverting back here.**Session details:**- Feedback ID: 840687- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840687l2Q4OT4q/;
4.41 Can we bring the shape a little to the right?;**someone** created a new Feedback (#840705) on **http://entelect.cstm.co.za/services/data-solutions/**>Can we bring the shape a little to the right?**Session details:**- Feedback ID: 840705- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840705XiqS1AbY/;
4.42 What's the logic with the padding from one liner to bullets? I would make it x-amount from the one liner so that it's consistent with that and is stil...;**someone** created a new Feedback (#840713) on **http://entelect.cstm.co.za/services/data-solutions/**>What's the logic with the padding from one liner to bullets? I would make it x-amount from the one liner so that it's consistent with that and is still somewhat paired with it. Now it's floating**Session details:**- Feedback ID: 840713- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/840713wq8PeGXC/;
4.44 hamburger menu needs to be set as white on some of the Industries because of the image;**someone** created a new Feedback (#841751) on **http://entelect.cstm.co.za/industries/education/**>hamburger menu needs to be set as white on some of the Industries because of the image**Session details:**- Feedback ID: 841751- Rating: N/A- Browser: Chrome 88.0.4324.96 (Android)- Window Size: 400 x 677- Resolution Size: 400 x 677----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841751oQJLc7Sk/;
4.45 Don’t size looking better. The industry name needs to be smaller though please;**someone** created a new Feedback (#841756) on **http://entelect.cstm.co.za/industries/agriculture/**>Don’t size looking better. The industry name needs to be smaller though please**Session details:**- Feedback ID: 841756- Rating: N/A- Browser: Chrome 87.0.4280.77 (iPhone)- Window Size: 375 x 553- Resolution Size: 375 x 667----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841756vQrmS7VX/;
4.46 The first paragraph is from another track record entry, and the video is incorrect.;**someone** created a new Feedback (#841760) on **http://entelect.cstm.co.za/projects/unlocking-potential-within-south-africas-renewable-energy-market/**>The first paragraph is from another track record entry, and the video is incorrect.**Session details:**- Feedback ID: 841760- Rating: N/A- Browser: Chrome 88.0.4324.96 (Windows)- Window Size: 2560 x 1297- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841760FTMdEgco/;
4.47 I think there was meant to be consistency in how these arrows appear. Either always below or always next to the text.;**someone** created a new Feedback (#841762) on **http://entelect.cstm.co.za/projects/vista-entertainments-revamped-centralised-user-management-system/**>I think there was meant to be consistency in how these arrows appear. Either always below or always next to the text.**Session details:**- Feedback ID: 841762- Rating: N/A- Browser: Chrome 88.0.4324.96 (Windows)- Window Size: 2560 x 1297- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841762JWcgttqd/;
4.48 Text clipping the images;**someone** created a new Feedback (#841764) on **http://entelect.cstm.co.za/projects/ninety-one-overhauls-digital-channels/**>Text clipping the images**Session details:**- Feedback ID: 841764- Rating: N/A- Browser: Chrome 88.0.4324.96 (Windows)- Window Size: 2560 x 1297- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/8417647fvStpFG/;
4.51 Text clipping;**someone** created a new Feedback (#841769) on **http://entelect.cstm.co.za/projects/easyequities-disrupts-the-financial-services-industry/**>Text clipping**Session details:**- Feedback ID: 841769- Rating: N/A- Browser: Chrome 88.0.4324.96 (Windows)- Window Size: 2560 x 1297- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841769vEDxzHzQ/;
4.53 Please could these pages load with the first accordion open, and the image vertically centered. (Rather than all closed);**someone** created a new Feedback (#841771) on **http://entelect.cstm.co.za/services/custom-software/**>Please could these pages load with the first accordion open, and the image vertically centered. (Rather than all closed)**Session details:**- Feedback ID: 841771- Rating: N/A- Browser: Chrome 88.0.4324.96 (Windows)- Window Size: 2560 x 1297- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841771x1baLdaq/;
4.54 Woah! This infographic is very big. It's going past the accordions so it's pushing them up. Also this is not an svg;**someone** created a new Feedback (#841838) on **http://entelect.cstm.co.za/services/user-experience-engineering/**>Woah! This infographic is very big. It's going past the accordions so it's pushing them up. Also this is not an svg**Session details:**- Feedback ID: 841838- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841838pp2cIHne/;
4.55 This padding is too thin. Not good;**someone** created a new Feedback (#841888) on **http://entelect.cstm.co.za/industries/energy/**>This padding is too thin. Not good**Session details:**- Feedback ID: 841888- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841888yIkQrJ8I/;
4.56 Some projects are tagged as Energy and some are tagged with the multiple category? They should all be in a singular industry.;**someone** created a new Feedback (#841893) on **http://entelect.cstm.co.za/industries/energy/**>Some projects are tagged as Energy and some are tagged with the multiple category? They should all be in a singular industry.**Session details:**- Feedback ID: 841893- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/8418930wHWonZH/;
4.57 This is the Energy page but these banking TR's are appearing here? In WP they are only tagged as Banking so how is it appearing here?!;**someone** created a new Feedback (#841897) on **http://entelect.cstm.co.za/industries/energy/****Comments:**- This is the Energy page but these banking TR's are appearing here? In WP they are only tagged as Banking so how is it appearing here?!**Session details:**- Feedback ID: 841897- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841897mqrhkyxA/;
4.58 This last card can go. Only 3 to appear here;**someone** created a new Feedback (#841912) on **http://entelect.cstm.co.za/publications/practical-leadership-guidelines-for-remote-teamwork-decisions-and-culture/**>This last card can go. Only 3 to appear here**Session details:**- Feedback ID: 841912- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841912CsFj5AgE/;
4.59 These are "share to" buttons, not just links to our social media.;**someone** created a new Feedback (#841913) on **http://entelect.cstm.co.za/publications/practical-leadership-guidelines-for-remote-teamwork-decisions-and-culture/**>These are "share to" buttons, not just links to our social media.**Session details:**- Feedback ID: 841913- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/841913itu8RCrW/;
4.60 Setting a featured project will create that project across all industries that it is tagged in. It should only be featured in the selected industry bu...;**someone** created a new Feedback (#842321) on **http://entelect.cstm.co.za/industries/healthcare/****Comments:**- Setting a featured project will create that project across all industries that it is tagged in. It should only be featured in the selected industry but appear elsewhere as a normal project card**Session details:**- Feedback ID: 842321- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/842321KbRLQiS5/;
4.61 The transnet project is a bit broken. It won't allow me to save updated. Get a 403 error;**someone** created a new Feedback (#842337) on **http://entelect.cstm.co.za/industries/logistics/****Comments:**- The transnet project is a bit broken. It won't allow me to save updated. Get a 403 error**Session details:**- Feedback ID: 842337- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/8423370cKnqnQw/;
4.62 The buttons on white should be this hex #002850;**someone** created a new Feedback (#844001) on **http://entelect.cstm.co.za/?_sfm_home_page_category=featured**>The buttons on white should be this hex #002850**Session details:**- Feedback ID: 844001- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 707- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/8440018yNNBvf1/;
4.63 You guys have added a 4th bullet here, but that's fine, we like it. Can we however make it two columns of 2, similar to custom software.;**someone** created a new Feedback (#844005) on **http://entelect.cstm.co.za/services/user-experience-engineering/**>You guys have added a 4th bullet here, but that's fine, we like it. Can we however make it two columns of 2, similar to custom software.**Session details:**- Feedback ID: 844005- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844005dVwL1S8J/;
4.64 Gaps have become bigger here;**someone** created a new Feedback (#844008) on **http://entelect.cstm.co.za/services/user-experience-engineering/**>Gaps have become bigger here**Session details:**- Feedback ID: 844008- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844008nx1mayLU/;
4.65 Text highlight is green (can't screenshot). I'm not in-love with it because it doesn't feel premium. The standard is a light blue highlight.;**someone** created a new Feedback (#844029) on **http://entelect.cstm.co.za/services/user-experience-engineering/****Comments:**- Text highlight is green (can't screenshot). I'm not in-love with it because it doesn't feel premium. The standard is a light blue highlight.**Session details:**- Feedback ID: 844029- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844029XqcLZs7O/;
4.66 Arrow has been replaced with numbers. Perhaps you are busy with it but just logging;**someone** created a new Feedback (#844037) on **http://entelect.cstm.co.za/services/user-experience-engineering/#**>Arrow has been replaced with numbers. Perhaps you are busy with it but just logging**Session details:**- Feedback ID: 844037- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844037dRo63EIO/;
4.67 If only 3 bullets, list in 1 column;**someone** created a new Feedback (#844060) on **http://entelect.cstm.co.za/services/digital-transformation/**>If only 3 bullets, list in 1 column**Session details:**- Feedback ID: 844060- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844060SyFB4WAQ/;
4.68 Bullets are not lining up to centre of text on all services;**someone** created a new Feedback (#844067) on **http://entelect.cstm.co.za/services/digital-transformation/**>Bullets are not lining up to centre of text on all services**Session details:**- Feedback ID: 844067- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844067ULcuSlnk/;
4.69 I like that I can see part of the banner when the initial landing loads. I know that it's dependent on screen size but if I am seeing the banner on th...;**someone** created a new Feedback (#844080) on **http://entelect.cstm.co.za/services/digital-transformation/**>I like that I can see part of the banner when the initial landing loads. I know that it's dependent on screen size but if I am seeing the banner on this service and not seeing it on others that means the grey space above is not a consistent height throughout.**Session details:**- Feedback ID: 844080- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844080X0Kob2z0/;
4.70 Line is too thick. See design;**someone** created a new Feedback (#844127) on **http://entelect.cstm.co.za/services/strategy-advisory/**>Line is too thick. See design**Session details:**- Feedback ID: 844127- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844127DDwXyqG2/;
4.71 Needs a thin grey line to break content. Se designs;**someone** created a new Feedback (#844131) on **http://entelect.cstm.co.za/services/strategy-advisory/**>Needs a thin grey line to break content. Se designs**Session details:**- Feedback ID: 844131- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844131ZVUW2VRg/;
4.72 Can we drop the two lines pointed at with the red arrow?. Then move the content to be left aligned to the black line. Once you so this, group the cont...;**someone** created a new Feedback (#844173) on **http://entelect.cstm.co.za/services/the-entelect-academy/**>Can we drop the two lines pointed at with the red arrow?. Then move the content to be left aligned to the black line. Once you so this, group the content "Tailored formats" and "Pricing" closer to the first section so that it's distinguishable that they belong together.**Session details:**- Feedback ID: 844173- Rating: N/A- Browser: Chrome 88.0.4324.96 (Android)- Window Size: 400 x 677- Resolution Size: 400 x 677----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/8441735flvgxAS/;
4.73 A full refresh fixes it, but then on closing tab and returning later, it will do it again.;A full refresh fixes it, but then on closing tab and returning later, it will do it again. ;
4.74 This line here is too long;**someone** created a new Feedback (#844286) on **http://entelect.cstm.co.za/services/the-entelect-academy/**>This line here is too long**Session details:**- Feedback ID: 844286- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844286Y1evZTBC/;
4.75 What controls the size of the cards when choosing a full feature layout?;**someone** created a new Feedback (#844293) on **http://entelect.cstm.co.za/insights/**>What controls the size of the cards when choosing a full feature layout?**Session details:**- Feedback ID: 844293- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844293zCgVz6gJ/;
4.75 The red circles line/bar is longer then the yellow circled one;**someone** created a new Feedback (#844297) on **http://entelect.cstm.co.za/insights/**>The red circles line/bar is longer then the yellow circled one**Session details:**- Feedback ID: 844297- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844297pkLG5raY/;
4.78 button font should be light;**someone** created a new Feedback (#844349) on **http://entelect.cstm.co.za/insights/**>button font should be light**Session details:**- Feedback ID: 844349- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844349pxHWxWeK/;
4.79 Can we move the heading up a little? so that it's alittle away from the synopsis - more in line with the secondary feature article cards above this;**someone** created a new Feedback (#844353) on **http://entelect.cstm.co.za/insights/**>Can we move the heading up a little?  so that it's alittle away from the synopsis - more in line with the secondary feature article cards above this**Session details:**- Feedback ID: 844353- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844353adcdDecw/;
4.80 same problem that was on the insights and experience/project cards. Same code to solve?;**someone** created a new Feedback (#844358) on **http://entelect.cstm.co.za/insights/**>same problem that was on the insights and experience/project cards. Same code to solve?**Session details:**- Feedback ID: 844358- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844358gEyv3bAg/;
4.81 Synopsis is too close on longer title cards;**someone** created a new Feedback (#844362) on **http://entelect.cstm.co.za/insights/**>Synopsis is too close on longer title cards**Session details:**- Feedback ID: 844362- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844362b91BvyGI/;
4.82 too much padding. I know the arrow is there on the right but to the eye it looks uneven between the two sections;**someone** created a new Feedback (#844394) on **http://entelect.cstm.co.za/insights/**>too much padding. I know the arrow is there on the right but to the eye it looks uneven between the two sections**Session details:**- Feedback ID: 844394- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844394j61iBu5M/;
4.83 things are not lining up. pub and article cards should line up. Padding between the article cards are too much. Next arrow on article cards are slight...;**someone** created a new Feedback (#844403) on **http://entelect.cstm.co.za/insights/**>things are not lining up. pub and article cards should line up. Padding between the article cards are too much. Next arrow on article cards are slightly out**Session details:**- Feedback ID: 844403- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844403EH41o4QO/;
4.84 vertical padding from top of card to line is nice. card above should move down so that vertical padding is even between the two;**someone** created a new Feedback (#844413) on **http://entelect.cstm.co.za/insights/**>vertical padding from top of card to line is nice. card above should move down so that vertical padding is even between the two**Session details:**- Feedback ID: 844413- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844413cR9jH6af/;
4.85 Next arrows are missing but I'm sure you are working on it. Once they are in please make sure the padding on the last row of cards is consistent. Look...;**someone** created a new Feedback (#844420) on **http://entelect.cstm.co.za/insights/**>Next arrows are missing but I'm sure you are working on it. Once they are in please make sure the padding on the last row of cards is consistent. Looks narrow for now**Session details:**- Feedback ID: 844420- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844420SZ3n7zVO/;
4.86 on my laptop screen the cube feels very big and overwhelming;**someone** created a new Feedback (#844431) on **http://entelect.cstm.co.za/insights/**>on my laptop screen the cube feels very big and overwhelming**Session details:**- Feedback ID: 844431- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 1440 x 764- Resolution Size: 1440 x 900----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844431eN5Y791W/;
4.87 on my wider screen this looks good;**someone** created a new Feedback (#844430) on **http://entelect.cstm.co.za/insights/**>on my wider screen this looks good**Session details:**- Feedback ID: 844430- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844430LFC55rgI/;
4.88 on wide screen;**someone** created a new Feedback (#844447) on **http://entelect.cstm.co.za/our-story/**>on wide screen**Session details:**- Feedback ID: 844447- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844447WDd2NUuS/;
4.89 For NL Matt to be replaced with Eros. For NZ Matt to be replaced with Yatish. Matt to fill their spots in each instance. Happy to populate their prof...;**someone** created a new Feedback (#844455) on **http://entelect.cstm.co.za/our-leadership/**>For NL Matt to be replaced with Eros.For NZ Matt to be replaced with Yatish.Matt to fill their spots in each instance. Happy to populate their profiles once it's set up**Session details:**- Feedback ID: 844455- Rating: N/A- Browser: Chrome 88.0.4324.96 (Mac)- Window Size: 2560 x 1329- Resolution Size: 2560 x 1440----**View feedback details in Userback:** https://app.userback.io/viewer/10300/20645/844455Q3P9pbvg/;
